TransactionAmount,TransactionDuration,CustomerAge,AccountBalance,Cluster,TransactionType,Channel
16.73,48.0,45.0,2202.62,1,Debit,Online
317.12,80.0,44.0,14409.74,2,Debit,Branch
476.63,115.0,79.0,4894.25,4,Debit,ATM
156.58,160.0,24.0,8981.61,2,Debit,Branch
55.12,261.0,34.0,3791.99,3,Credit,Online
15.74,37.99999999999999,27.0,690.16,2,Debit,Branch
353.68,145.0,70.0,6777.12,1,Debit,Online
297.15,178.0,76.0,5449.37,1,Debit,Online
647.85,121.0,36.0,13779.97,2,Debit,Branch
75.04,178.0,49.0,9648.6,4,Debit,ATM
273.92,35.0,28.0,1029.15,1,Debit,Online
215.8,66.0,51.0,3656.62,3,Credit,Branch
913.49125,247.99999999999997,41.0,6710.51,4,Debit,ATM
420.6,55.0,26.0,1778.75,2,Debit,Branch
688.36,22.0,23.0,5191.13,3,Credit,Branch
285.18,150.0,55.0,14847.97,3,Credit,Branch
213.55,15.0,63.0,5238.37,4,Debit,ATM
463.10999999999996,159.0,51.0,10238.82,3,Credit,Branch
150.03,176.0,73.0,7491.42,4,Debit,ATM
428.61,131.0,51.0,2116.36,2,Debit,Branch
309.56,147.0,58.0,972.04,1,Debit,Online
377.08,71.0,26.0,6430.86,3,Credit,Branch
77.25,157.0,68.0,14077.97,2,Debit,Branch
146.92,272.0,64.0,3990.6,4,Debit,ATM
126.6,146.0,22.0,961.6499999999999,2,Debit,Branch
101.34,45.99999999999999,24.0,703.2599999999999,4,Debit,ATM
184.97,268.0,58.0,1156.67,2,Debit,Branch
451.15,175.0,46.0,1356.47,4,Debit,ATM
516.47,94.0,25.0,1305.06,3,Credit,ATM
880.04,29.000000000000004,25.0,261.97,4,Debit,ATM
353.69,163.0,59.0,9500.79,1,Debit,Online
66.69,140.0,25.0,1210.33,3,Credit,Branch
95.75,169.0,31.0,337.62,2,Debit,Branch
43.91,86.0,27.0,1806.68,1,Debit,Online
98.03,165.0,54.0,6323.45,2,Debit,Branch
617.66,128.0,42.0,7155.95,4,Debit,ATM
888.57,102.0,62.0,7896.14,1,Debit,Online
107.48,129.0,22.0,591.2299999999999,2,Debit,Branch
36.57,69.00000000000001,62.0,2583.07,4,Debit,ATM
575.62,129.0,43.0,234.40999999999997,1,Debit,Online
84.89,70.0,37.0,4735.61,4,Debit,ATM
832.3,86.0,69.0,6617.52,3,Credit,Branch
180.65,37.99999999999999,22.0,816.0099999999999,2,Debit,Branch
7.76,84.00000000000001,52.0,7393.11,3,Credit,Online
109.3,26.999999999999996,56.0,13510.11,2,Debit,Branch
230.08,123.99999999999999,79.0,4466.1,1,Debit,Online
361.92,111.0,54.0,7474.31,4,Debit,ATM
71.29,55.0,68.0,7225.63,4,Debit,ATM
122.45000000000002,98.0,46.0,7255.49,2,Debit,Branch
642.53,128.0,65.0,11417.91,4,Debit,ATM
62.86,30.999999999999996,25.0,1040.43,2,Debit,Branch
175.21,69.00000000000001,69.0,6039.04,3,Credit,ATM
168.0,11.0,32.0,3498.58,3,Credit,Branch
11.46,73.0,67.0,6628.75,1,Debit,Online
382.07,147.0,62.0,10156.09,3,Credit,Branch
13.48,20.0,18.0,521.88,1,Debit,Online
65.32,53.99999999999999,28.0,9165.02,4,Debit,ATM
83.07,291.0,27.0,6704.76,2,Debit,Branch
730.1,93.0,77.0,6384.05,3,Credit,Branch
85.31,26.999999999999996,62.0,6095.65,4,Debit,ATM
726.61,277.0,18.0,1008.76,4,Debit,ATM
130.4,63.0,45.0,4381.24,2,Debit,Branch
68.1,47.0,20.0,1382.8,4,Debit,ATM
65.26,72.0,26.0,7380.63,2,Debit,Branch
191.62,51.00000000000001,63.0,1981.6700000000003,2,Debit,Branch
212.88,122.0,39.0,7036.72,1,Debit,Online
88.38,138.0,30.0,3707.82,4,Debit,ATM
48.77,51.00000000000001,42.0,2040.1600000000003,3,Credit,Online
289.1,206.0,27.0,267.53,4,Debit,ATM
390.09,49.0,26.0,2617.23,1,Debit,Online
48.29,242.0,37.0,8883.4,1,Debit,Online
333.83,135.0,63.0,1660.66,4,Debit,ATM
913.49125,79.0,67.0,2011.6,2,Debit,Branch
100.27,51.00000000000001,79.0,4309.9,1,Debit,Online
44.54,164.0,31.0,362.4,4,Debit,ATM
913.49125,40.0,52.0,836.69,3,Credit,Online
82.17,21.000000000000004,28.0,1913.06,2,Debit,Branch
913.49125,150.0,19.0,563.46,1,Debit,Online
447.42,65.0,32.0,6133.22,1,Debit,Online
590.26,48.0,25.0,1068.28,3,Credit,Branch
192.73,157.0,71.0,2037.7499999999998,2,Debit,Branch
146.01,269.0,26.0,221.79,1,Debit,Online
136.05,63.0,24.0,1127.54,1,Debit,Online
11.57,64.0,56.0,2061.61,3,Credit,Branch
102.34,78.0,51.0,9326.28,1,Debit,Online
7.82,273.0,36.0,2240.49,4,Debit,ATM
79.43,72.0,74.0,6579.37,4,Debit,ATM
386.97,137.0,58.0,1876.35,2,Debit,Branch
51.22,82.0,23.0,1664.59,2,Debit,Branch
256.05,35.0,54.0,6910.18,4,Debit,ATM
7.790000000000001,298.0,34.0,1319.85,2,Debit,Branch
233.71000000000004,11.0,63.0,6095.5,2,Debit,Branch
176.37,126.0,55.0,2420.86,2,Debit,Branch
122.62999999999998,153.0,21.0,359.06,2,Debit,Branch
86.41,125.0,75.0,3128.71,4,Debit,ATM
21.57,71.0,54.0,7587.48,4,Debit,ATM
82.67,45.99999999999999,26.0,290.59,2,Debit,Branch
451.35,223.0,47.0,7707.959999999999,3,Credit,Branch
299.42,53.00000000000001,63.0,4735.41,3,Credit,Branch
543.47,122.0,18.0,6165.03,4,Debit,ATM
346.76,116.00000000000001,21.0,1637.75,3,Credit,Branch
47.48,66.0,24.0,585.5199999999999,2,Debit,Branch
64.92,236.0,58.0,5481.76,2,Debit,Branch
350.72,48.0,28.0,1982.8999999999999,3,Credit,ATM
3.8000000000000003,174.0,65.0,5766.96,1,Debit,Online
22.54,42.00000000000001,26.0,7139.11,1,Debit,Online
767.14,37.99999999999999,62.0,4732.57,3,Credit,Branch
167.47,103.0,35.0,2293.13,4,Debit,ATM
43.65,212.0,30.0,2870.67,3,Credit,Branch
391.08,105.0,56.0,6885.16,1,Debit,Online
390.77,34.0,44.0,5500.56,1,Debit,Online
508.16,131.0,39.0,5609.44,4,Debit,ATM
36.76,107.99999999999999,65.0,1228.93,3,Credit,Online
332.33,101.0,27.0,192.63,4,Debit,ATM
362.09,30.999999999999996,32.0,6590.28,2,Debit,Branch
42.58,80.0,30.0,13485.0,1,Debit,Online
122.35,188.0,53.0,6472.5,3,Credit,Branch
248.66,113.0,28.0,2571.39,1,Debit,Online
461.25,171.0,54.0,676.0999999999999,3,Credit,Online
61.77,49.0,56.0,12352.2,2,Debit,Branch
268.92,148.0,29.0,8765.38,2,Debit,Branch
303.97,77.0,24.0,1590.88,1,Debit,Online
219.02,68.00000000000001,54.0,7375.73,3,Credit,Online
125.13999999999999,30.999999999999996,20.0,1845.18,2,Debit,Branch
47.6,115.0,53.0,1382.51,1,Debit,Online
592.82,247.99999999999997,74.0,7508.98,1,Debit,Online
372.5,211.0,22.0,3901.82,4,Debit,ATM
4.72,20.0,32.0,4792.01,2,Debit,Branch
144.93,74.0,42.0,6887.52,2,Debit,Branch
316.56,261.0,28.0,8643.51,1,Debit,Online
9.18,140.0,22.0,887.3199999999999,1,Debit,Online
421.25,66.0,25.0,7174.69,1,Debit,Online
185.71,194.0,48.0,2679.91,2,Debit,Branch
913.49125,138.0,60.0,4315.07,2,Debit,Branch
26.27,177.0,45.0,8853.93,3,Credit,Online
297.03,151.0,61.0,1088.62,1,Debit,Online
341.67,96.0,53.0,1442.29,2,Debit,Branch
99.52,127.0,52.0,3798.0900000000006,4,Debit,ATM
881.1,16.0,28.0,9951.68,2,Debit,Branch
139.69,180.0,52.0,9567.94,1,Debit,Online
42.72,143.0,37.0,2669.66,4,Debit,ATM
112.72,17.0,31.0,9630.0,2,Debit,Branch
568.88,105.0,19.0,1307.86,2,Debit,Branch
189.03,50.00000000000001,28.0,1916.46,4,Debit,ATM
199.8,163.0,20.0,167.28,4,Debit,ATM
189.08,238.0,68.0,10790.8,2,Debit,Branch
913.49125,135.0,31.0,9977.49,2,Debit,Branch
409.59,50.00000000000001,35.0,14563.02,1,Debit,Online
349.34,245.0,28.0,614.1399999999999,3,Credit,ATM
283.15,180.0,24.0,603.79,1,Debit,Online
151.82,105.0,51.0,2197.12,4,Debit,ATM
438.59,103.0,37.0,8994.39,1,Debit,Online
590.57,93.0,79.0,3224.6,4,Debit,ATM
63.74,30.999999999999996,63.0,4336.4,1,Debit,Online
77.02,132.0,59.0,800.8299999999999,3,Credit,Online
501.15,208.0,47.0,8821.84,2,Debit,Branch
913.49125,75.0,64.0,3173.17,4,Debit,ATM
8.95,102.0,76.0,3299.84,1,Debit,Online
173.6,160.0,21.0,421.44,1,Debit,Online
149.4,123.0,53.0,1035.22,4,Debit,ATM
388.21,237.0,53.0,9724.49,3,Credit,Branch
484.3,230.0,61.0,7910.300000000001,3,Credit,Online
126.04,167.0,65.0,6041.69,3,Credit,Branch
52.04,30.999999999999996,50.0,8436.12,3,Credit,Branch
389.7,215.99999999999997,62.0,7125.15,3,Credit,Branch
161.1,104.0,19.0,239.11999999999998,3,Credit,ATM
309.77,137.0,67.0,4378.14,3,Credit,Online
838.57,273.0,41.0,14576.47,4,Debit,ATM
202.55,34.0,21.0,701.7299999999999,4,Debit,ATM
724.18,134.0,41.0,10922.78,2,Debit,Branch
124.98000000000002,78.0,24.0,641.9999999999999,4,Debit,ATM
487.31999999999994,164.0,52.0,7707.959999999999,2,Debit,Branch
635.91,78.0,46.0,13267.09,3,Credit,Branch
205.65,144.0,62.0,3582.16,2,Debit,Branch
39.41,132.0,25.0,921.91,2,Debit,Branch
254.00000000000003,63.0,35.0,5788.53,2,Debit,Branch
436.8,213.0,36.0,4515.43,2,Debit,Branch
224.73,63.0,76.0,7551.890000000001,2,Debit,Branch
752.69,115.0,65.0,14489.69,3,Credit,ATM
78.5,41.0,31.0,13991.5,3,Credit,Branch
50.0,87.0,53.0,185.87,3,Credit,ATM
132.42,164.0,18.0,726.3899999999999,4,Debit,ATM
11.67,105.0,76.0,7458.629999999999,2,Debit,Branch
83.16,177.0,61.0,3065.87,4,Debit,ATM
149.02,176.0,46.0,9379.72,3,Credit,Branch
74.27,148.0,59.0,13696.61,3,Credit,Online
876.57,118.0,62.0,3743.6300000000006,3,Credit,ATM
615.58,133.0,42.0,14343.0,4,Debit,ATM
643.03,52.00000000000001,36.0,2882.16,3,Credit,Online
7.95,65.0,79.0,5631.2,4,Debit,ATM
270.92,143.0,77.0,4574.43,3,Credit,Branch
499.47999999999996,133.0,24.0,1242.62,4,Debit,ATM
841.5,287.0,25.0,352.31,3,Credit,Branch
138.82,53.00000000000001,77.0,3100.22,1,Debit,Online
231.46,83.0,60.0,4707.24,3,Credit,Branch
292.08,32.0,72.0,7950.48,4,Debit,ATM
63.97999999999999,258.0,54.0,7954.12,1,Debit,Online
235.21,74.0,67.0,5946.61,2,Debit,Branch
201.73,78.0,57.0,6650.71,1,Debit,Online
161.31,13.0,28.0,1268.67,4,Debit,ATM
18.41,168.00000000000003,53.0,8287.54,2,Debit,Branch
471.75,41.0,34.0,12948.5,3,Credit,Branch
290.02,246.0,55.0,4746.71,2,Debit,Branch
48.05,37.99999999999999,27.0,5334.97,2,Debit,Branch
359.42,30.0,55.0,1765.45,2,Debit,Branch
32.91,255.0,19.0,427.3,1,Debit,Online
3.8000000000000003,140.0,67.0,6285.39,2,Debit,Branch
31.81,149.0,51.0,1406.6,1,Debit,Online
220.2,102.0,28.0,1075.15,1,Debit,Online
476.03,99.0,77.0,5958.34,3,Credit,Branch
141.91,49.0,23.0,791.9699999999999,2,Debit,Branch
95.83,91.0,27.0,1726.4,1,Debit,Online
51.15,199.0,46.0,8992.25,3,Credit,Branch
913.49125,103.0,60.0,7816.410000000001,3,Credit,Branch
50.75,185.0,62.0,8271.47,4,Debit,ATM
185.07,159.0,22.0,636.42,2,Debit,Branch
293.54,45.0,40.0,2290.1,1,Debit,Online
23.38,89.0,32.0,9968.49,2,Debit,Branch
285.26,93.0,28.0,167.72,4,Debit,ATM
129.48,179.0,31.0,7581.7,4,Debit,ATM
743.03,174.0,50.0,4111.38,4,Debit,ATM
297.86,96.0,28.0,1680.14,3,Credit,ATM
231.92,12.0,66.0,5715.08,4,Debit,ATM
295.82,45.99999999999999,47.0,5897.73,3,Credit,Branch
302.86,275.0,55.0,5239.24,1,Debit,Online
81.08,56.0,58.0,7788.910000000001,4,Debit,ATM
775.6,158.0,79.0,3898.6400000000003,3,Credit,Branch
178.43,136.0,26.0,1214.93,2,Debit,Branch
211.91,181.0,20.0,927.4699999999999,1,Debit,Online
17.21,219.0,23.0,914.16,1,Debit,Online
124.22,172.0,23.0,9695.04,4,Debit,ATM
38.37,135.0,63.0,8647.04,4,Debit,ATM
269.79,17.0,52.0,1292.1,4,Debit,ATM
605.42,33.0,21.0,392.34,4,Debit,ATM
11.19,40.0,60.0,9877.17,4,Debit,ATM
29.190000000000005,41.0,58.0,12059.85,3,Credit,Branch
701.7,64.0,61.0,6643.24,3,Credit,Online
862.34,72.0,57.0,9903.48,2,Debit,Branch
410.97,45.0,22.0,151.42,4,Debit,ATM
36.97,79.0,41.0,2850.92,2,Debit,Branch
137.59,95.0,30.0,10679.67,4,Debit,ATM
168.11,12.0,51.0,10652.13,3,Credit,Online
430.98,93.0,24.0,569.25,2,Debit,Branch
13.87,20.0,24.0,954.83,2,Debit,Branch
642.68,66.0,76.0,1831.2,4,Debit,ATM
175.07,169.0,28.0,9274.64,1,Debit,Online
302.82,175.0,36.0,9384.54,4,Debit,ATM
913.49125,52.00000000000001,67.0,1483.84,4,Debit,ATM
406.81,84.00000000000001,66.0,1968.3600000000001,1,Debit,Online
256.3,172.0,53.0,4203.05,1,Debit,Online
80.96,97.0,19.0,959.9399999999999,3,Credit,Online
95.78,26.999999999999996,22.0,271.64,1,Debit,Online
379.54,118.0,41.0,12571.76,3,Credit,Branch
903.19,65.0,22.0,8627.08,1,Debit,Online
142.19,26.999999999999996,18.0,524.46,2,Debit,Branch
847.45,175.0,28.0,422.32,2,Debit,Branch
295.18,30.999999999999996,66.0,12961.53,3,Credit,Branch
18.46,213.0,68.0,6381.6,2,Debit,Branch
603.23,48.0,28.0,117.98000000000002,2,Debit,Branch
54.5,147.0,57.0,1715.22,3,Credit,Branch
414.77,274.0,29.0,5599.81,1,Debit,Online
886.19,69.00000000000001,61.0,7904.240000000001,2,Debit,Branch
440.03,88.0,49.0,1490.44,1,Debit,Online
35.46,285.0,56.0,1532.72,4,Debit,ATM
76.39,219.0,18.0,5976.0,2,Debit,Branch
595.91,162.0,19.0,1673.76,3,Credit,ATM
6.03,70.0,76.0,3290.72,2,Debit,Branch
249.34,197.0,26.0,3030.97,4,Debit,ATM
421.52,67.0,20.0,369.86,2,Debit,Branch
189.77,24.0,58.0,6570.36,2,Debit,Branch
73.19,213.0,76.0,2264.98,2,Debit,Branch
188.13,198.0,75.0,5029.87,3,Credit,Online
30.52,122.0,62.0,12327.74,2,Debit,Branch
913.49125,118.0,20.0,420.25,3,Credit,Branch
913.49125,150.0,41.0,6499.53,1,Debit,Online
170.24,133.0,62.0,5172.99,2,Debit,Branch
56.62,121.0,54.0,8981.1,2,Debit,Branch
53.14,70.0,34.0,7914.999999999999,4,Debit,ATM
587.23,144.0,27.0,500.84,1,Debit,Online
146.15,75.0,43.0,13784.4,2,Debit,Branch
21.27,114.0,62.0,7392.79,3,Credit,Online
913.49125,144.0,26.0,1134.79,3,Credit,ATM
76.02,189.0,34.0,14765.41,3,Credit,Online
170.19,156.0,27.0,745.87,3,Credit,Branch
155.51,15.0,68.0,5360.19,4,Debit,ATM
135.15,50.00000000000001,72.0,5878.14,1,Debit,Online
39.48,37.99999999999999,56.0,5889.51,4,Debit,ATM
451.68,15.0,33.0,4381.54,1,Debit,Online
19.11,160.0,49.0,8478.46,3,Credit,Online
355.0,33.0,26.0,185.47,3,Credit,Online
427.69,236.0,43.0,2443.54,4,Debit,ATM
254.86,102.0,23.0,699.8999999999999,2,Debit,Branch
19.48,114.0,27.0,4739.59,4,Debit,ATM
190.17,265.0,49.0,12893.85,4,Debit,ATM
91.38,179.0,65.0,2402.58,4,Debit,ATM
206.63,128.0,59.0,7626.53,3,Credit,Online
93.22,52.00000000000001,52.0,1014.6300000000001,1,Debit,Online
547.98,171.0,28.0,1358.54,4,Debit,ATM
641.06,25.000000000000004,23.0,1602.13,4,Debit,ATM
314.55,18.999999999999996,27.0,1105.89,3,Credit,Branch
836.45,63.0,61.0,1731.89,1,Debit,Online
913.49125,52.00000000000001,29.0,8692.47,4,Debit,ATM
189.45,61.99999999999999,53.0,12578.75,3,Credit,Branch
91.84,80.0,67.0,1712.41,3,Credit,Branch
609.52,169.0,78.0,3485.03,4,Debit,ATM
859.3,68.00000000000001,78.0,1146.78,3,Credit,Branch
100.01,63.0,50.0,6393.12,4,Debit,ATM
28.78,51.00000000000001,40.0,680.5499999999998,3,Credit,Online
111.08,83.0,70.0,7037.34,1,Debit,Online
470.9599999999999,123.99999999999999,69.0,12991.03,3,Credit,Online
52.23,96.0,28.0,105.01,3,Credit,Branch
78.62,52.00000000000001,32.0,1360.85,2,Debit,Branch
47.79,37.0,25.0,1649.92,2,Debit,Branch
333.97,45.0,52.0,5237.36,2,Debit,Branch
30.869999999999997,295.0,33.0,14348.65,4,Debit,ATM
710.43,115.0,67.0,5625.55,1,Debit,Online
220.23,48.0,41.0,3438.02,4,Debit,ATM
27.28,96.0,29.0,10668.24,4,Debit,ATM
101.52,98.0,49.0,2018.9000000000003,4,Debit,ATM
162.65,147.0,59.0,9500.95,4,Debit,ATM
10.52,30.0,55.0,2472.99,4,Debit,ATM
270.72,37.0,38.0,6522.47,2,Debit,Branch
202.34,134.0,20.0,1223.45,1,Debit,Online
247.58,151.99999999999997,39.0,778.74,4,Debit,ATM
686.17,96.0,61.0,2246.15,4,Debit,ATM
359.65,289.0,25.0,219.53,3,Credit,Online
109.91,90.0,38.0,12896.06,2,Debit,Branch
215.72,137.0,30.0,8697.11,3,Credit,Branch
490.76,156.0,66.0,6414.11,1,Debit,Online
224.28,68.00000000000001,64.0,5767.51,1,Debit,Online
614.03,51.00000000000001,68.0,2815.86,4,Debit,ATM
608.79,157.0,55.0,2991.17,1,Debit,Online
186.55,288.0,48.0,224.65,2,Debit,Branch
840.16,68.00000000000001,20.0,1236.76,3,Credit,Branch
203.34,66.0,60.0,13586.99,4,Debit,ATM
90.88,284.0,26.0,7117.35,4,Debit,ATM
60.11,122.0,61.0,7235.87,3,Credit,Branch
393.92,47.0,72.0,7318.64,2,Debit,Branch
19.39,45.0,43.0,9847.6,4,Debit,ATM
557.41,49.0,80.0,2968.75,3,Credit,Online
57.07,99.0,31.0,9323.71,3,Credit,Online
395.27,167.0,18.0,1764.08,3,Credit,Online
289.05,116.00000000000001,75.0,5683.49,4,Debit,ATM
46.11,233.0,33.0,5225.73,1,Debit,Online
335.5,47.0,63.0,6445.4,4,Debit,ATM
388.07,68.00000000000001,24.0,289.71,1,Debit,Online
520.86,66.0,51.0,9200.74,3,Credit,Online
787.41,39.0,25.0,300.87,1,Debit,Online
31.7,121.0,48.0,743.8999999999999,3,Credit,ATM
22.3,90.0,21.0,1200.35,4,Debit,ATM
203.12,181.0,56.0,1562.39,4,Debit,ATM
315.94,172.0,49.0,7719.709999999999,3,Credit,Branch
192.23,39.0,54.0,2610.67,1,Debit,Online
913.49125,51.00000000000001,66.0,2060.02,1,Debit,Online
0.26,173.0,20.0,1833.67,1,Debit,Online
210.77,161.0,71.0,5396.65,4,Debit,ATM
406.65,107.0,57.0,12995.7,4,Debit,ATM
422.9,111.0,40.0,7616.43,4,Debit,ATM
20.62,225.0,35.0,12500.8,3,Credit,ATM
174.39,36.0,19.0,1127.08,4,Debit,ATM
7.860000000000001,91.0,76.0,3621.98,3,Credit,Branch
61.980000000000004,44.0,49.0,5212.28,1,Debit,Online
54.85,40.0,58.0,2727.45,3,Credit,Branch
204.7,95.0,49.0,5117.03,2,Debit,Branch
16.55,159.0,26.0,6089.79,2,Debit,Branch
91.32,77.0,58.0,2618.1,2,Debit,Branch
195.49,212.0,31.0,11988.12,4,Debit,ATM
49.62,111.0,55.0,3841.4199999999996,4,Debit,ATM
487.16,84.00000000000001,28.0,321.21,3,Credit,Branch
405.6,44.0,37.0,9754.73,1,Debit,Online
512.95,143.0,57.0,9584.52,2,Debit,Branch
345.94,163.0,31.0,7624.56,4,Debit,ATM
356.56,52.00000000000001,47.0,2485.73,1,Debit,Online
10.31,280.0,36.0,2137.9,1,Debit,Online
211.69,111.0,30.0,6412.85,2,Debit,Branch
221.49,196.0,23.0,707.25,3,Credit,Branch
278.23,83.0,48.0,8300.54,1,Debit,Online
116.88000000000001,263.0,45.0,7717.339999999999,4,Debit,ATM
328.77,247.0,39.0,6967.03,3,Credit,Online
77.53,55.0,54.0,5158.6,2,Debit,Branch
421.74,103.0,67.0,12031.14,1,Debit,Online
313.69,151.99999999999997,73.0,7093.68,2,Debit,Branch
411.72,153.0,29.0,8539.86,2,Debit,Branch
508.73,89.0,59.0,7640.57,2,Debit,Branch
153.08,201.0,24.0,1292.21,4,Debit,ATM
23.01,166.0,63.0,5958.75,2,Debit,Branch
69.28,129.0,25.0,708.7399999999999,1,Debit,Online
51.25,66.0,28.0,1744.4,3,Credit,Branch
407.65,263.0,25.0,273.78,4,Debit,ATM
459.25,59.00000000000001,25.0,130.76,2,Debit,Branch
301.56,118.0,49.0,10389.6,2,Debit,Branch
17.67,91.0,63.0,1048.18,1,Debit,Online
5.29,132.0,32.0,12896.68,3,Credit,Online
401.37,251.0,43.0,8208.54,2,Debit,Branch
145.4,24.0,38.0,5244.49,1,Debit,Online
556.34,45.99999999999999,37.0,11935.14,1,Debit,Online
34.31,251.0,24.0,1484.76,4,Debit,ATM
780.59,145.0,23.0,6513.34,3,Credit,Online
282.65,161.0,35.0,13801.15,4,Debit,ATM
305.27,147.0,68.0,12958.65,1,Debit,Online
185.81,116.00000000000001,32.0,9588.71,1,Debit,Online
66.01,179.0,49.0,3475.99,1,Debit,Online
447.95,75.0,29.0,7544.399999999999,2,Debit,Branch
279.3,48.0,19.0,1193.61,4,Debit,ATM
26.75,26.999999999999996,33.0,12063.77,1,Debit,Online
611.15,121.0,27.0,892.8299999999999,4,Debit,ATM
275.2,81.0,54.0,1230.12,1,Debit,Online
427.79,189.0,18.0,1479.67,2,Debit,Branch
469.12999999999994,139.0,54.0,1265.28,3,Credit,ATM
102.81,47.0,76.0,3228.87,2,Debit,Branch
22.61,145.0,19.0,1111.67,1,Debit,Online
68.28,293.0,56.0,3213.16,1,Debit,Online
33.65,146.0,63.0,12719.93,3,Credit,Online
362.68,137.0,63.0,2040.77,3,Credit,ATM
73.23,172.0,20.0,1309.85,2,Debit,Branch
654.49,104.0,25.0,164.61,3,Credit,Online
18.56,161.0,49.0,4230.37,3,Credit,Branch
389.05,41.0,27.0,761.0,4,Debit,ATM
7.379999999999999,105.0,67.0,2923.83,1,Debit,Online
109.48,93.0,61.0,7372.47,1,Debit,Online
66.91,85.0,39.0,871.1,4,Debit,ATM
335.48,155.0,45.0,3023.16,2,Debit,Branch
38.14,174.0,19.0,1119.21,1,Debit,Online
913.49125,173.0,60.0,11833.73,2,Debit,Branch
360.02,68.00000000000001,68.0,6400.59,1,Debit,Online
567.71,80.0,63.0,13884.24,1,Debit,Online
218.19,185.0,19.0,620.83,4,Debit,ATM
209.99,40.0,19.0,1938.0100000000002,4,Debit,ATM
11.02,280.0,19.0,964.79,2,Debit,Branch
83.43,109.0,56.0,1870.16,1,Debit,Online
344.97,106.0,34.0,5577.94,1,Debit,Online
172.29,283.0,36.0,8700.8,4,Debit,ATM
195.54,255.0,60.0,2794.66,1,Debit,Online
101.23,87.0,45.0,6169.71,1,Debit,Online
180.46,34.0,25.0,831.7499999999999,4,Debit,ATM
692.55,109.0,53.0,2451.56,2,Debit,Branch
147.31,91.99999999999999,34.0,13625.52,3,Credit,Online
107.48,103.0,20.0,1379.39,2,Debit,Branch
913.49125,83.0,62.0,11498.01,3,Credit,Online
81.51,97.0,25.0,865.4899999999999,2,Debit,Branch
365.48,215.99999999999997,76.0,7147.4,3,Credit,Online
491.09999999999997,125.0,35.0,7833.85,3,Credit,Online
452.8,151.0,80.0,4840.67,2,Debit,Branch
645.04,78.0,70.0,7361.47,2,Debit,Branch
169.28,114.0,45.0,5128.44,2,Debit,Branch
88.42,91.0,62.0,12381.45,4,Debit,ATM
155.53,66.0,29.0,4008.05,4,Debit,ATM
913.49125,300.0,43.0,3493.13,1,Debit,Online
39.24,106.0,77.0,6462.41,4,Debit,ATM
152.01,111.0,42.0,4625.12,4,Debit,ATM
78.77,50.00000000000001,48.0,6470.57,3,Credit,ATM
26.5,179.0,48.0,4854.83,1,Debit,Online
83.62,146.0,48.0,12652.22,4,Debit,ATM
142.78,150.0,68.0,11705.88,2,Debit,Branch
55.99,95.0,35.0,932.61,4,Debit,ATM
774.48,30.999999999999996,61.0,11613.58,2,Debit,Branch
105.37,160.0,25.0,1068.55,4,Debit,ATM
118.83,295.0,28.0,1616.3,1,Debit,Online
46.22,217.0,23.0,471.2799999999999,2,Debit,Branch
659.71,148.0,21.0,106.86,3,Credit,Branch
377.97,160.0,72.0,2457.1,1,Debit,Online
114.1,148.0,69.0,5882.12,2,Debit,Branch
11.3,41.0,55.0,1938.99,3,Credit,Online
95.5,17.0,57.0,4079.09,1,Debit,Online
130.93,149.0,28.0,860.1199999999999,3,Credit,Branch
272.97,174.0,68.0,7811.310000000001,1,Debit,Online
73.35,47.0,24.0,1181.84,2,Debit,Branch
29.94,243.0,58.0,10915.54,4,Debit,ATM
307.24,136.0,19.0,1670.72,4,Debit,ATM
50.52,140.0,20.0,1121.19,1,Debit,Online
820.46,243.0,53.0,5621.86,3,Credit,Online
153.07,116.00000000000001,56.0,8873.43,4,Debit,ATM
52.94,146.0,41.0,6990.92,2,Debit,Branch
384.41,65.0,60.0,7831.56,4,Debit,ATM
235.42,175.0,51.0,6173.23,2,Debit,Branch
114.23000000000002,64.0,56.0,9523.72,4,Debit,ATM
12.62,61.00000000000001,33.0,6420.47,2,Debit,Branch
913.49125,145.0,23.0,1146.09,4,Debit,ATM
373.52,235.0,35.0,6430.41,4,Debit,ATM
336.05,164.0,28.0,1635.05,2,Debit,Branch
366.93,33.0,66.0,6697.79,1,Debit,Online
112.27,102.0,58.0,7369.89,2,Debit,Branch
494.96,132.0,40.0,6903.68,4,Debit,ATM
561.58,22.999999999999996,65.0,11748.86,1,Debit,Online
440.94,148.0,42.0,7303.23,1,Debit,Online
71.9,51.00000000000001,29.0,10619.35,2,Debit,Branch
256.66,137.0,54.0,1794.5,3,Credit,Online
166.55,99.0,59.0,12970.21,3,Credit,Branch
276.26,143.0,56.0,120.88999999999999,2,Debit,Branch
35.46,164.0,67.0,5692.31,4,Debit,ATM
38.14,165.0,50.0,9879.87,2,Debit,Branch
506.25999999999993,86.0,64.0,6266.65,3,Credit,ATM
736.32,28.0,31.0,14268.95,1,Debit,Online
389.43,151.0,52.0,6449.83,3,Credit,ATM
25.58,166.0,60.0,6741.41,4,Debit,ATM
446.1,243.0,25.0,1008.44,4,Debit,ATM
147.74,15.0,23.0,1711.78,2,Debit,Branch
913.49125,254.0,26.0,1821.0,4,Debit,ATM
46.23,282.0,77.0,5107.75,1,Debit,Online
265.37,77.0,33.0,5229.95,2,Debit,Branch
342.57,91.0,20.0,339.16,1,Debit,Online
417.26,45.0,32.0,10442.48,3,Credit,Online
